NE|Interface|Status|Protocol|Description
ROC2.HOR1|Te0/8/0/6/5|up|up|TRK:ENLACE:ROA1.CNS1 (Te0/1/0/3) (SDH6.AVA1-Shelf 6-Slot 9-Cliente 2)
ROC2.HOR1|Te0/8/0/6/6|up|up|TRK:ENLACE:ROA1.PIN1 (Te0/0/2/0) (SDH5.HOR1-Slot 9-Cliente 2)
ROC2.HOR1|Te0/8/0/6/7|up|up|TRK:ENLACE:ROA1.TAY1 (Te0/7/1/0) (SDH5.HOR1-Slot 3-Cliente 2)
ROC2.HOR1|Te0/8/0/6/8|up|up|TRK:ENLACE:ROA1.SAO1 (Te0/0/1/0) (SDH5.HOR1-Slot 7-Cliente 3)
ROC2.HOR1|Te0/8/0/6/9|down|down|LIBRE OPTICO (HACIA SDH5)
ROC2.HOR1|Te0/8/0/7/0|up|up|TRK:ENLACE:ROA1.DOL1 (Te0/0/2/0) (SDH6.HOR1-Slot 1-Cliente 2)
ROC2.HOR1|Te0/8/0/7/1|up|up|TRK:ENLACE:ROA1.BCE1 (xe-7/1/1) (SDH6.HOR1-Slot 5-Cliente 10)
ROC2.HOR1|Te0/8/0/7/2|down|down|LIBRE (SDH6.HOR1-Slot 13-Cliente 1)
ROC2.HOR1|Te0/8/0/7/3|down|down|LIBRE (SDH6.HOR1-Slot 13-Cliente 1)
ROC2.HOR1|Te0/8/0/7/4|down|down|LIBRE (SDH6.HOR1-Slot 13-Cliente 1)
ROC2.HOR1|Te0/8/0/7/5|up|up|LIBRE (SDH6.HOR1-Slot 13-Cliente 1)
ROC2.HOR1|Te0/8/0/7/6|up|up|TRK:ENLACE:ROA1.SUA1(Te0/0/2/0) (SDH6.HOR1-Slot 13-Cliente 5)
ROC2.HOR1|Te0/8/0/7/7|up|up|TRK:ENLACE:ROA1.JUL1 (xe-10/2/0) (SDH6.HOR1-Slot 5-Cliente 5)
ROC2.HOR1|Te0/8/0/7/8|up|up|TRK:ENLACE:ROA1.JUL1 (xe-0/2/0) (SDH6.HOR1-Slot 5-Cliente 6)
ROC2.HOR1|Te0/8/0/7/9|up|up|TRK:ENLACE:ROA1.AZU1 (xe-1/1/0) (SDH6.HOR1-Slot 5-Cliente 9)
ROC2.HOR1|Hu0/9/0/0|up|up|TRK:ENLACE:ROA1.NEU1 (et-7/1/0) (SDH6.HOR1-Shelf 6-Slot 12-Cliente 1)
ROC2.HOR1|Hu0/9/0/1|up|up|TRK:ENLACE:ROA1.PLS1 (Hu0/5/1/0) (WBBC951 -> WDM2.HOR1-Shelf 8-Slot 6-Cliente 1)
ROC2.HOR1|Hu0/9/0/2|admin-down|admin-down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/9/0/3|admin-down|admin-down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/9/0/4|admin-down|admin-down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/9/0/5|admin-down|admin-down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/9/0/6|down|down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/9/0/7|down|down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/10/0/0|admin-down|admin-down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.HOR1|Hu0/10/0/1|up|up|TRK:ENLACE:ROA1.PAV1 (Hu0/1/1/0) (WBBC1080 -> WDM2.HOR1-Shelf 9-Slot 12-Cliente 1)
ROC2.HOR1|Hu0/10/0/2|admin-down|admin-down|LIBRE OPTICO (SIN MODULO CPAK)
ROC2.HOR1|Hu0/10/0/3|admin-down|admin-down|LIBRE OPTICO (SIN MODULO CPAK)
ROC2.HOR1|Hu0/10/0/4|admin-down|admin-down|LIBRE OPTICO (SIN MODULO CPAK)
ROC2.HOR1|Hu0/10/0/5|admin-down|admin-down|LIBRE OPTICO (SIN MODULO CPAK)
ROC2.HOR1|Hu0/10/0/6|admin-down|admin-down|LIBRE OPTICO (SIN MODULO CPAK)
ROC2.HOR1|Hu0/10/0/7|admin-down|admin-down|LIBRE OPTICO (SIN MODULO CPAK)
ROC2.HOR1|Hu0/11/0/0|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/0)
ROC2.HOR1|Hu0/11/0/1|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/1)
ROC2.HOR1|Hu0/11/0/2|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/2)
ROC2.HOR1|Hu0/11/0/3|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/3)
ROC2.HOR1|Hu0/11/0/4|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/4)
ROC2.HOR1|Hu0/11/0/5|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/5)
ROC2.HOR1|Hu0/11/0/6|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/6)
ROC2.HOR1|Hu0/11/0/7|up|up|TRK:ENLACE:IC1.HOR1 (100GE2/0/7)
ROC2.HOR1|Hu0/11/0/8|up|up|TRK:ENLACE:ROA1.PRN1 (Hu0/6/1/0)
ROC2.HOR1|Hu0/11/0/9|up|up|TRK:ENLACE:ROA1.CTB1 (et-4/1/0) (WDM2.HOR1-Shelf 9-Slot 5-Cliente 1)
ROC2.HOR1|Hu0/11/0/10|up|up|TRK:ENLACE:ROA2.HOR1 (et-8/1/0)
ROC2.HOR1|Hu0/11/0/11|up|up|TRK:ENLACE:ROA1.SLO1 (et-1/1/0) (32HOR10-Shelf 1-SLot 35-Cliente 1)
ROC2.HOR1|Hu0/12/0/0|admin-down|admin-down| 
ROC2.HOR1|Hu0/12/0/1|admin-down|admin-down| 
ROC2.HOR1|Hu0/12/0/2|admin-down|admin-down|LIBRE OPTICO (Con Modulo 100G-LR4)
ROC2.HOR1|Hu0/12/0/3|admin-down|admin-down| 
ROC2.HOR1|Hu0/12/0/4|admin-down|admin-down| 
ROC2.HOR1|Hu0/12/0/5|admin-down|admin-down| 
ROC2.HOR1|Hu0/12/0/6|admin-down|admin-down| 
ROC2.HOR1|Hu0/12/0/7|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/1|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/2|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/3|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/4|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/5|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/6|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/7|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/8|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/9|admin-down|admin-down| 
ROC2.HOR1|Hu0/13/0/10|admin-down|admin-down| 
ROC2.SLO1|BE1|up|up|CNX:ENLACE:ROC2.AVA1 (Hu0/0/0/9 + Hu0/3/0/0 + Hu0/3/0/1 + Hu0/3/0/2)
ROC2.SLO1|BE2|up|up|CNX:ENLACE:ROC2.BEL1 (Hu0/1/0/0 + Hu0/1/0/1 + Hu0/1/0/2 + Hu0/6/0/0)
ROC2.SLO1|BE3|up|up|CNX:ENLACE:ROC2.HOR1 (Hu0/2/0/0 + Hu0/2/0/1 + Hu0/2/0/2 + Hu0/4/0/9)
ROC2.SLO1|BE5|up|up|CNX:ENLACE:MSE1.SLO1 (Hu0/7/0/0 + Hu0/7/0/1)
ROC2.SLO1|BE6|up|up|CNX:ENLACE:ROS12.SLO1 (Hu0/0/0/0 + Hu0/0/0/1 + Hu0/0/0/2 + Hu0/0/0/3 + Hu0/0/0/4 + Hu0/0/0/5 + Hu0/4/0/5 + Hu0/4/0/6)
ROC2.SLO1|BE7|up|up|CNX:ENLACE:ROS13.SLO1 (Hu0/4/0/0 + Hu0/4/0/1 + Hu0/4/0/2 + Hu0/4/0/3 + Hu0/4/0/4 + Hu0/6/0/5 + Hu0/6/0/6 + Hu0/6/0/7)
ROC2.SLO1|BE8|up|up|CNX:ENLACE:ROM1.CBA1 (Hu0/8/0/0 + Hu0/8/0/1 + Hu0/8/0/2 + Te0/8/0/3/0 -> Te0/8/0/3/9 + Te0/8/0/4/0 -> Te0/8/0/4/9 + Hu0/6/0/1 -> Hu0/6/0/3)
ROC2.SLO1|BE9|up|up|CNX:ENLACE:ROA1.VBO2 (Hu0/11/0/9)
ROC2.SLO1|BE10|up|up|CNX:ENLACE:ROA2.HOR1 (Hu0/11/0/11)
ROC2.SLO1|BE12|up|up|CNX:ENLACE:ROA1.PIL1 (Te0/3/0/3/8 + Te0/3/0/3/9 + Te0/3/0/4/0 + Te0/3/0/4/9)
ROC2.SLO1|BE13|up|up|CNX:ENLACE:ROA1.SFE1 (Te0/3/0/6/0 + Te0/3/0/6/1 + Te0/3/0/6/2 + Hu0/0/0/11)
ROC2.SLO1|BE14|up|up|CNX:ENLACE:ROA1.VLO1 (Te0/7/0/6/7 + Te0/7/0/6/8 + Te0/7/0/6/9 + Te0/8/0/5/0 + Te0/8/0/5/1 + Te0/8/0/5/2 + Te0/8/0/5/3 + Te0/8/0/5/4 + Te0/8/0/5/5)
ROC2.SLO1|BE15|up|up|CNX:ENLACE:ROA1.ITU1 (Te0/1/0/6/0 + Te0/1/0/6/1 + Te0/1/0/6/2 + Te0/1/0/6/3 + Te0/1/0/6/4 + Te0/1/0/6/5 + Te0/1/0/6/6 + Te0/1/0/6/7 + Te0/1/0/6/8 + Te0/1/0/6/9)
ROC2.SLO1|BE16|up|up|CNX:ENLACE:ROA1.HAE1 (Te0/2/0/3/7 + Te0/2/0/3/8 + Te0/2/0/3/9 + Te0/2/0/4/0 + Te0/2/0/4/1 + Te0/2/0/4/2 + Te0/7/0/3/9 + Te0/8/0/7/0 + Te0/8/0/7/1 + Te0/8/0/7/2 + Te0/8/0/7/3 + Te0/8/0/7/4 + Te0/8/0/7/5)
ROC2.SLO1|BE17|up|up|CNX:ENLACE:ROA1.MRO1 (Te0/2/0/7/8 + Te0/2/0/7/9 + Te0/7/0/6/0 + Te0/7/0/6/1 + Te0/7/0/6/2 + Te0/7/0/6/3 + Te0/7/0/6/4 + Te0/7/0/6/5 + Te0/7/0/6/6)
ROC2.SLO1|BE18|up|up|CNX:ENLACE:ROA1.BEL1 (Te0/1/0/4/0 + Te0/1/0/4/1 + Te0/1/0/4/2 + Te0/1/0/4/3 + Te0/1/0/4/4 + Te0/1/0/4/5 + Te0/1/0/4/6 + Hu0/5/0/7)
ROC2.SLO1|BE19|up|up|CNX:ENLACE:ROA1.FLO1 (Te0/8/0/5/6 + Te0/8/0/5/7 + Te0/8/0/5/8 + Te0/8/0/5/6 + Te0/8/0/6/0 + Te0/8/0/6/1 + Te0/8/0/6/2 + Te0/8/0/6/3 + Te0/8/0/6/4 + Te0/8/0/6/5)
ROC2.SLO1|BE20|up|up|CNX:ENLACE:ROA1.ALM1 (Te0/5/0/0/0 + Te0/5/0/0/1 + Te0/5/0/0/2 + Te0/5/0/0/3 + Te0/5/0/0/4 + Te0/5/0/0/5 + Te0/5/0/0/6 + Te0/5/0/0/7 + Te0/5/0/0/8)
ROC2.SLO1|BE21|up|up|CNX:ENLACE:ROA1.VCR1 (Te0/1/0/7/9 + Te0/3/0/3/0 + Te0/3/0/3/1 + Te0/3/0/3/2 + Te0/3/0/3/3 + Te0/3/0/3/4 + Te0/3/0/3/5 + Te0/3/0/3/6 + Te0/3/0/3/7 + Te0/3/0/4/1 + Te0/3/0/4/2 + Te0/3/0/4/3)
ROC2.SLO1|BE22|up|up|CNX:ENLACE:ROA1.BAL1 (Hu0/11/0/8 + Te0/7/0/7/0 + Te0/7/0/7/1)
ROC2.SLO1|BE25|up|up|CNX:ENLACE:ROA1.ARE1 (Te0/5/0/4/3 + Te0/5/0/4/4)
ROC2.SLO1|BE27|up|up|CNX:ENLACE:ROA1.STF1 (Te0/3/0/5/1 + Te0/3/0/5/2 + Te0/3/0/5/3 + Te0/3/0/5/4 + Te0/3/0/5/5 + Te0/3/0/5/6 +Te0/3/0/5/7 + Te0/3/0/5/8 + Te0/3/0/5/9)
ROC2.SLO1|BE28|up|up|CNX:ENLACE:ROA1.RON1 (Te0/5/0/2/9 + Te0/5/0/3/0 + Te0/5/0/3/1 + Te0/5/0/3/2)
ROC2.SLO1|BE33|up|up|CNX:ENLACE:ROA1.SPE1 (Te0/7/0/4/9)
ROC2.SLO1|BE35|up|up|CNX:ENLACE:ROA1.SLO1 (Hu0/11/0/10)
ROC2.SLO1|BE37|up|up|(Te0/1/0/7/0 + Te0/1/0/7/1 + Te0/1/0/7/2 + Te0/1/0/7/3 + Te0/1/0/7/4 + Te0/1/0/7/5 + Te0/1/0/7/6 + Te0/1/0/7/7 + Te0/1/0/7/8)
ROC2.SLO1|BE38|up|up|CNX:ENLACE:ROA1.CAR1 (Te0/3/0/4/4 + Te0/3/0/4/5 + Te0/3/0/4/6 + Te0/3/0/4/7 + Te0/3/0/4/8 + Te0/8/0/4/0 + Te0/8/0/4/1)
ROC2.SLO1|BE39|up|up|CNX:ENLACE:ROA1.LAB1 (Te0/2/0/7/2) (LINEA:70001708)
ROC2.SLO1|BE101|admin-down|admin-down|CNX:ENLACE:ROM3.SLO1 (Te0/5/0/5/0 + Te0/5/0/5/1 + Te0/5/0/5/2 + Te0/5/0/5/3 + Te0/5/0/5/4 + Te0/5/0/5/5 + Te0/5/0/5/6 + Te0/5/0/5/7)
ROC2.SLO1|BE110|up|up|CNX:ENLACE:IC1.SLO1 (Hu0/11/0/0 + Hu0/11/0/1 + Hu0/11/0/2 + Hu0/11/0/3 + Hu0/11/0/4 + Hu0/11/0/5 + Hu0/11/0/6 + Hu0/11/0/7)
ROC2.SLO1|Lo0|up|up|Loopback Gestion - 200.89.167.71
ROC2.SLO1|Nu0|up|up| 
ROC2.SLO1|Mg0/RP0/CPU0/0|admin-down|admin-down| 
ROC2.SLO1|Mg0/RP0/CPU0/1|admin-down|admin-down| 
ROC2.SLO1|PT0/RP0/CPU0/0|admin-down|admin-down| 
ROC2.SLO1|Mg0/RP1/CPU0/0|admin-down|admin-down| 
ROC2.SLO1|Mg0/RP1/CPU0/1|admin-down|admin-down| 
ROC2.SLO1|PT0/RP1/CPU0/0|admin-down|admin-down| 
ROC2.SLO1|Hu0/0/0/0|up|up|TRK:ROC2.SLO1:0:ROS12.SLO1 (et-2/0/0)
ROC2.SLO1|Hu0/0/0/1|up|up|TRK:ROC2.SLO1:0:ROS12.SLO1 (et-2/0/1)
ROC2.SLO1|Hu0/0/0/2|up|up|TRK:ROC2.SLO1:0:ROS12.SLO1 (et-2/0/2)
ROC2.SLO1|Hu0/0/0/3|up|up|TRK:ROC2.SLO1:0:ROS12.SLO1 (et-2/0/3)
ROC2.SLO1|Hu0/0/0/4|up|up|TRK:ROC2.SLO1:0:ROS12.SLO1 (et-2/0/4)
ROC2.SLO1|Hu0/0/0/5|up|up|TRK:ROC2.SLO1:0:ROS12.SLO1 (et-2/0/5)
ROC2.SLO1|Hu0/0/0/6|down|down|LIBRE OPTICO (CON MODULO QSFP-100G-SR4)       
ROC2.SLO1|Hu0/0/0/7|down|down|LIBRE OPTICO (CON MODULO QSFP-100G-SR4)       
ROC2.SLO1|Hu0/0/0/8|down|down|LIBRE OPTICO (CON MODULO QSFP-100G-SR4)       
ROC2.SLO1|Hu0/0/0/9|up|up|TRK:ENLACE:ROC2.AVA1 (Hu0/1/0/5) - (WDM3.SLO1-Shelf 7-Slot 6-Cliente 1)
ROC2.SLO1|Hu0/0/0/10|down|down|LIBRE OPTICO (CON MODULO QSFP-100G-SR4)
ROC2.SLO1|Hu0/0/0/11|up|up|TRK:ENLACE:ROA1.SFE1 (et-5/3/0) (WBBC939 -> WDM2.SLO1-Shelf 7-Slot 12-Cliente 1)
ROC2.SLO1|Hu0/1/0/0|up|up|TRK:ROC2.SLO1:0:ROC2.BEL1 (Hu0/3/0/0) - (WDM3.SLO1-Shelf 2-Slot 3-Cliente 1)
ROC2.SLO1|Hu0/1/0/1|up|up|TRK:ROC2.SLO1:0:ROC2.BEL1 (Hu0/3/0/1) - (WDM3.SLO1-Shelf 2-Slot 12-Cliente 1)
ROC2.SLO1|Hu0/1/0/2|up|up|TRK:ROC2.SLO1:0:ROC2.BEL1 (Hu0/3/0/2) - (WDM3.SLO1-Shelf 2-Slot 14-Cliente 1)
ROC2.SLO1|Hu0/1/0/3|down|down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.SLO1|Te0/1/0/4/0|up|up|TRK:ENLACE:ROA1.BEL1 (xe-9/2/0) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 1)
ROC2.SLO1|Te0/1/0/4/1|up|up|TRK:ENLACE:ROA1.BEL1 (xe-9/3/0) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 2)
ROC2.SLO1|Te0/1/0/4/2|up|up|TRK:ENLACE:ROA1.BEL1 (xe-10/0/0) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 3)
ROC2.SLO1|Te0/1/0/4/3|up|up|TRK:ENLACE:ROA1.BEL1 (xe-3/2/0) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 4)
ROC2.SLO1|Te0/1/0/4/4|up|up|TRK:ENLACE:ROA1.BEL1 (xe-3/2/1) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 5)
ROC2.SLO1|Te0/1/0/4/5|up|up|TRK:ENLACE:ROA1.BEL1 (xe-1/0/0) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 6)
ROC2.SLO1|Te0/1/0/4/6|up|up|TRK:ENLACE:ROA1.BEL1 (xe-1/0/1) (WBBC211 -> WDM2.SLO1-Shelf 2-Slot 8-Cliente 7)
ROC2.SLO1|Te0/1/0/4/7|down|down|LIBRE OPTICO (WDM2.SLO1-Shelf 2)
ROC2.SLO1|Te0/1/0/4/8|up|up|LIBRE OPTICO (WDM2.SLO1-Shelf 2)
ROC2.SLO1|Te0/1/0/4/9|down|down|LIBRE OPTICO (WDM2.SLO1-Shelf 2)
ROC2.SLO1|Te0/1/0/5/0|up|up| 
ROC2.SLO1|Te0/1/0/5/1|up|up| 
ROC2.SLO1|Te0/1/0/5/2|up|up| 
ROC2.SLO1|Te0/1/0/5/3|up|up| 
ROC2.SLO1|Te0/1/0/5/4|up|up| 
ROC2.SLO1|Te0/1/0/5/5|up|up| 
ROC2.SLO1|Te0/1/0/5/6|up|up| 
ROC2.SLO1|Te0/1/0/5/7|admin-down|admin-down|RESERVADO TRK:ENLACE:ROA1.SLO1 (FUTURO)
ROC2.SLO1|Te0/1/0/5/8|admin-down|admin-down|RESERVADO TRK:ENLACE:ROA1.SLO1 (FUTURO)
ROC2.SLO1|Te0/1/0/5/9|admin-down|admin-down|RESERVADO TRK:ENLACE:ROA1.SLO1 (FUTURO)
ROC2.SLO1|Te0/1/0/6/0|up|up|TRK:ENLACE:ROA1.ITU1 (xe-8/3/1) (WBBC201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 10)
ROC2.SLO1|Te0/1/0/6/1|up|up|TRK:ENLACE:ROA1.ITU1 (xe-8/3/0) (WBBC201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 9)
ROC2.SLO1|Te0/1/0/6/2|up|up|TRK:ENLACE:ROA1.ITU1 (xe-8/2/1) (WBBC201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 8)
ROC2.SLO1|Te0/1/0/6/3|up|up|TRK:ENLACE:ROA1.ITU1 (xe-8/2/0) (WBBC201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 7)
ROC2.SLO1|Te0/1/0/6/4|up|up|TRK:ENLACE:ROA1.ITU1 (xe-4/1/2) (WBBC201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 1)
ROC2.SLO1|Te0/1/0/6/5|up|up|TRK:ENLACE:ROA1.ITU1 (xe-4/1/3) (WBBC201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 2)
ROC2.SLO1|Te0/1/0/6/6|up|up|TRK:ENLACE:ROA1.ITU1 (xe-4/0/2) (WBB201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 3)
ROC2.SLO1|Te0/1/0/6/7|up|up|TRK:ENLACE:ROA1.ITU1 (xe-4/0/3) (WBB201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 4)
ROC2.SLO1|Te0/1/0/6/8|up|up|TRK:ENLACE:ROA1.ITU1 (xe-4/2/0) (WBB201 -> WDM2.SLO1-Shelf 7-Slot 8-Cliente 5)
ROC2.SLO1|Te0/1/0/6/9|up|up|TRK:ENLACE:ROA1.ITU1 (xe-4/2/2) (WBB201 -> WDM1.BEL1-Shelf 7-Slot 8-Cliente 6)
ROC2.SLO1|Te0/1/0/7/0|up|up|TRK:ENLACE:ROA1.TOR1 (xe-2/2/0) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 2)
ROC2.SLO1|Te0/1/0/7/1|up|up|TRK:ENLACE:ROA1.TOR1 (xe-2/2/1) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 3)
ROC2.SLO1|Te0/1/0/7/2|up|up|TRK:ENLACE:ROA1.TOR1 (xe-2/3/0) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 4)
ROC2.SLO1|Te0/1/0/7/3|up|up|TRK:ENLACE:ROA1.TOR1 (xe-2/3/1) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 5)
ROC2.SLO1|Te0/1/0/7/4|up|up|TRK:ENLACE:ROA1.TOR1 (xe-9/2/1) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 6)
ROC2.SLO1|Te0/1/0/7/5|up|up|TRK:ENLACE:ROA1.TOR1 (xe-4/1/2) (WDM3.SLO1-Shelf 3-Slot 11-Cliente 7)
ROC2.SLO1|Te0/1/0/7/6|up|up|TRK:ENLACE:ROA1.TOR1 (xe-4/1/3) (WDM3.SLO1-Shelf 3-Slot 11-Cliente 8)
ROC2.SLO1|Te0/1/0/7/7|up|up|TRK:ENLACE:ROA1.TOR1 (xe-4/2/0) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 9)
ROC2.SLO1|Te0/1/0/7/8|up|up|TRK:ENLACE:ROA1.TOR1 (xe-4/2/0) (WDM3.SLO1-Shelf 4-Slot 11-Cliente 10)
ROC2.SLO1|Te0/1/0/7/9|up|up|TRK:ENLACE:ROA1.VCR1 (xe-9/3/2) (WDM3.SLO1-Shelf 4-Slot 14-Cliente 1)
ROC2.SLO1|Hu0/2/0/0|up|up|TRK:ROC2.SLO1:0:ROC2.HOR1 (Hu0/2/0/0) - (WDM3.SLO1-Shelf 2-Slot 4-Cliente 1)
ROC2.SLO1|Hu0/2/0/1|up|up|TRK:ROC2.SLO1:0:ROC2.HOR1 (Hu0/2/0/1) - (WDM3.SLO1-Shelf 1-Slot 4-Cliente 1)
ROC2.SLO1|Hu0/2/0/2|up|up|TRK:ROC2.SLO1:0:ROC2.HOR1 (Hu0/2/0/2) - (WDM3.SLO1-Shelf 1-Slot 6-Cliente 1)
ROC2.SLO1|Hu0/2/0/5|down|down|LIBRE OPTICO (CON MODULO CPAK-100G-SR10)
ROC2.SLO1|Te0/2/0/3/0|down|down|LIBRE OPTICO (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/1|down|down|LIBRE OPTICO (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/2|down|down|LIBRE (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/3|down|down|LIBRE (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/4|down|down|LIBRE (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/5|down|down|LIBRE (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/6|down|down|LIBRE (HACIA WDM1->SHELF 3)
ROC2.SLO1|Te0/2/0/3/7|up|up|TRK:ENLACE:ROA1.HAE1 (xe-3/3/1) (WBB784 -> WDM2.SLO1-Shelf 3-Slot 13-Cliente 1)
ROC2.SLO1|Te0/2/0/3/8|up|up|TRK:ENLACE:ROA1.HAE1 (xe-3/3/0) (WBB783 -> WDM2.SLO1-Shelf 3-Slot 13-Cliente 2)
ROC2.SLO1|Te0/2/0/3/9|up|up|TRK:ENLACE:ROA1.HAE1 (xe-3/2/1) (WBB782 -> WDM2.SLO1-Shelf 3-Slot 13-Cliente 3)
ROC2.SLO1|Te0/2/0/4/0|up|up|TRK:ENLACE:ROA1.HAE1 (xe-3/2/0) (WBB781 -> WDM2.SLO1-Shelf 3-Slot 13-Cliente 4)
ROC2.SLO1|Te0/2/0/4/1|up|up|TRK:ENLACE:ROA1.HAE1 (xe-5/3/2) (WBB788 -> WDM2.SLO1-Shelf 3-Slot 8-Cliente 2)
ROC2.SLO1|Te0/2/0/4/2|up|up|TRK:ENLACE:ROA1.HAE1 (xe-5/2/1) (WBB786 -> WDM2.SLO1-Shelf 3-Slot 8-Cliente 4)
ROC2.SLO1|Te0/2/0/4/3|down|down|LIBRE (HACIA WDM1->SHELF 4)
ROC2.SLO1|Te0/2/0/4/4|down|down|LIBRE (HACIA WDM1->SHELF 4)
ROC2.SLO1|Te0/2/0/4/5|down|down|LIBRE (HACIA WDM1->SHELF 4)
ROC2.SLO1|Te0/2/0/4/6|down|down|LIBRE (HACIA WDM1->SHELF 4)
ROC2.SLO1|Te0/2/0/4/7|down|down|LIBRE (HACIA WDM1->SHELF 4)
ROC2.SLO1|Te0/2/0/4/8|admin-down|admin-down|LIBRE OPTICO ( HACIA -> WDM2.SLO1-Shelf 4)
ROC2.SLO1|Te0/2/0/4/9|admin-down|admin-down|LIBRE OPTICO ( HACIA -> WDM2.SLO1-Shelf 4)
ROC2.SLO1|Te0/2/0/6/0|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/1|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/2|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/3|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/4|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/5|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/6|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/7|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/8|up|up|LIBRE (HACIA -> WDM2.SLO1-Shelf 5-Slot X-Cliente x)
ROC2.SLO1|Te0/2/0/6/9|admin-down|admin-down|RESERVADO ANILLOS (HACIA WDM2->SHELF 5 Y SHELF 6)
ROC2.SLO1|Te0/2/0/7/0|up|up|TRK:ROC2.SLO1:0:ROR3.SLO1 (xe-0/1/0)
ROC2.SLO1|Te0/2/0/7/1|up|up|TRK:ROC2.SLO1:0:ROW1.SLO1 (Xe-1/2/0)
ROC2.SLO1|Te0/2/0/7/2|up|up|TRK:ENLACE:ROA1.LAB1 (xe-0/0/1) (LINEA:70001708)
ROC2.SLO1|Te0/2/0/7/3|up|up|TRK:ENLACE:ROR4.SLO1 (Te0/0/0)
